date,user_id,video,sexual,hateful,spam
2/6/20,zdi,37,0,0,0
2/7/20,zdi,38,1,0,1
2/8/20,zdi,39,0,0,0
2/9/20,zdi,40,0,0,0
2/10/20,zdi,41,1,1,0
2/11/20,zdi,42,1,1,0
2/12/20,zdi,43,0,1,0
2/13/20,zdi,44,0,0,0
2/14/20,zdi,45,0,0,1
2/15/20,zdi,46,0,1,0
2/16/20,zdi,47,0,0,0
2/17/20,zdi,48,0,0,0
2/18/20,zdi,49,0,0,1
2/19/20,zdi,50,0,0,0
2/20/20,zdi,51,0,0,0
2/21/20,zdi,52,0,1,0
2/22/20,zdi,53,0,0,0
2/23/20,zdi,54,0,0,0
1/1/20,ych,1,1,1,1
1/1/20,ych,2,1,1,1
1/3/20,ych,3,1,1,0
1/4/20,ych,4,0,0,0
1/5/20,ych,5,0,1,0
1/6/20,ych,6,0,0,0
1/7/20,ych,7,1,0,0
1/8/20,ych,8,1,0,0
1/9/20,ych,9,0,0,0
1/10/20,ych,10,0,0,1
1/11/20,ych,11,0,0,0
1/12/20,ych,12,0,1,0
1/13/20,ych,13,0,1,0
1/14/20,ych,14,1,0,0
1/15/20,ych,15,0,0,0
1/16/20,ych,16,0,0,0
1/17/20,ych,17,0,0,0
1/18/20,ych,18,0,0,0
1/19/20,ych,19,0,0,0
1/20/20,ych,20,0,0,0
1/21/20,ych,21,1,1,0
1/22/20,ych,22,0,1,0
1/23/20,ych,23,0,0,1
1/24/20,ych,24,0,1,0
1/25/20,ych,25,1,0,0
1/26/20,ych,26,0,0,0
1/27/20,ych,27,0,0,0
1/28/20,ych,28,0,0,0
1/29/20,ych,29,1,1,1
1/30/20,ych,30,0,0,0
1/31/20,ych,31,0,0,0
2/1/20,ych,32,1,1,0
2/2/20,ych,33,0,0,1
2/3/20,ych,34,0,0,0
2/4/20,ych,35,0,0,0
2/5/20,ych,36,0,0,0
2/6/20,ych,37,1,1,0
2/7/20,ych,38,0,0,1
2/8/20,ych,39,0,0,0
2/9/20,ych,40,0,0,1
2/10/20,ych,41,0,0,0
2/11/20,ych,42,0,1,0
2/12/20,ych,43,0,0,0
1/1/20,paq,1,1,1,1
1/1/20,paq,2,1,0,0
1/3/20,paq,3,0,0,0
1/4/20,paq,4,0,0,0
1/5/20,paq,5,0,0,1
1/6/20,paq,6,0,0,0
1/7/20,paq,7,0,0,0
1/8/20,paq,8,0,1,0
1/9/20,paq,9,0,0,0
1/10/20,paq,10,0,0,1
1/11/20,paq,11,0,0,1
1/12/20,paq,12,1,1,0
1/13/20,paq,13,0,0,0
1/14/20,paq,14,0,0,0
1/15/20,paq,15,0,0,0
1/16/20,paq,16,0,0,1
1/17/20,paq,17,0,0,1
1/18/20,paq,18,0,0,0
1/19/20,paq,19,0,0,0
1/20/20,paq,20,0,0,0
1/21/20,paq,21,0,1,0
1/22/20,paq,22,0,0,1
1/23/20,paq,23,1,1,0
1/24/20,paq,24,0,1,0
1/25/20,paq,25,0,0,0
1/26/20,paq,26,0,0,0
1/27/20,paq,27,0,0,0
1/28/20,paq,28,1,0,0
1/29/20,paq,29,0,0,0
1/30/20,paq,30,0,0,0
1/31/20,paq,31,1,0,0
2/1/20,paq,32,0,0,1
2/2/20,paq,33,0,0,0
2/3/20,paq,34,0,1,0
2/4/20,paq,35,0,0,0
2/5/20,paq,36,0,1,0
2/6/20,paq,37,1,0,0
2/7/20,paq,38,0,0,0
2/8/20,paq,39,0,1,0
2/9/20,paq,40,0,1,0
2/10/20,paq,41,1,0,1
2/11/20,paq,42,0,0,0
2/12/20,paq,43,0,0,0
2/13/20,paq,44,0,1,1
2/14/20,paq,45,0,0,1
2/15/20,paq,46,0,0,0
2/16/20,paq,47,0,0,0
2/17/20,paq,48,1,0,0
2/18/20,paq,49,0,0,1
2/19/20,paq,50,0,0,1
2/20/20,paq,51,1,0,0
2/21/20,paq,52,0,0,0
2/22/20,paq,53,0,0,0
2/23/20,paq,54,1,0,0
2/24/20,paq,55,0,0,0
2/25/20,paq,56,0,0,0
2/26/20,paq,57,0,0,0
2/27/20,paq,58,0,0,0
2/28/20,paq,59,0,0,0
2/29/20,paq,60,0,0,1
3/1/20,paq,61,1,0,0
3/2/20,paq,62,0,1,0
3/3/20,paq,63,1,0,0
3/4/20,paq,64,0,0,0
3/5/20,paq,65,0,0,0
3/6/20,paq,66,0,0,0
3/7/20,paq,67,0,0,0
3/8/20,paq,68,0,0,1
3/9/20,paq,69,0,0,0
3/10/20,paq,70,0,0,1
3/11/20,paq,71,0,0,0
3/12/20,paq,72,0,0,0
3/13/20,paq,73,1,1,1
3/14/20,paq,74,1,0,0
3/15/20,paq,75,1,0,0
3/16/20,paq,76,0,0,0
3/17/20,paq,77,0,1,0
3/18/20,paq,78,0,0,0
3/19/20,paq,79,1,0,0
3/20/20,paq,80,0,0,0
3/21/20,paq,81,0,0,0
3/22/20,paq,82,0,1,0
3/23/20,paq,83,0,0,0
3/24/20,paq,84,1,0,1
3/25/20,paq,85,0,1,0
3/26/20,paq,86,0,0,0
3/27/20,paq,87,0,0,0
3/28/20,paq,88,0,0,0
3/29/20,paq,89,1,0,0
3/30/20,paq,90,0,0,1
3/31/20,paq,91,0,0,0
4/1/20,paq,92,1,0,0
4/2/20,paq,93,0,0,0
4/3/20,paq,94,0,0,1
4/4/20,paq,95,0,0,0
4/5/20,paq,96,0,0,0
4/6/20,paq,97,0,0,1
4/7/20,paq,98,0,0,1
4/8/20,paq,99,0,0,1
4/9/20,paq,100,0,0,1
4/10/20,paq,101,0,0,1
4/11/20,paq,102,0,1,0
4/12/20,paq,103,0,0,0
4/13/20,paq,104,1,0,0
4/14/20,paq,105,0,0,1
4/15/20,paq,106,1,0,1
4/16/20,paq,107,0,0,1
4/17/20,paq,108,0,0,0
4/18/20,paq,109,0,1,0
4/19/20,paq,110,0,0,0
4/20/20,paq,111,0,0,0
4/21/20,paq,112,0,0,1
4/22/20,paq,113,0,0,0
4/23/20,paq,114,0,0,0
4/24/20,paq,115,0,0,0
1/1/20,wzp,1,0,0,0
1/2/20,wzp,2,0,0,0
1/3/20,wzp,3,0,0,1
1/4/20,wzp,4,0,0,0
1/5/20,wzp,5,0,0,0
1/6/20,wzp,6,0,0,0
1/7/20,wzp,7,0,0,0
1/8/20,wzp,8,0,1,0
1/9/20,wzp,9,0,0,0
1/10/20,wzp,10,0,0,0
1/11/20,wzp,11,1,0,1
1/12/20,wzp,12,0,0,0
1/13/20,wzp,13,1,0,0
1/14/20,wzp,14,0,0,1
1/15/20,wzp,15,0,0,0
1/16/20,wzp,16,0,0,0
1/17/20,wzp,17,0,0,0
1/18/20,wzp,18,0,0,0
1/19/20,wzp,19,0,0,0
1/20/20,wzp,20,0,0,0
1/21/20,wzp,21,0,0,0
1/22/20,wzp,22,0,0,0
1/23/20,wzp,23,0,0,1
1/24/20,wzp,24,0,0,0
1/25/20,wzp,25,0,0,0
1/26/20,wzp,26,1,1,0
1/27/20,wzp,27,0,0,0
1/28/20,wzp,28,0,0,0
1/29/20,wzp,29,1,0,0
1/30/20,wzp,30,0,0,0
1/31/20,wzp,31,0,0,1
2/1/20,wzp,32,0,1,0
2/2/20,wzp,33,1,0,0
2/3/20,wzp,34,0,0,0
2/4/20,wzp,35,0,0,0
2/5/20,wzp,36,0,0,0
2/6/20,wzp,37,0,0,0
2/7/20,wzp,38,0,0,1
2/8/20,wzp,39,0,0,0
2/9/20,wzp,40,0,0,0
2/10/20,wzp,41,0,1,0
2/11/20,wzp,42,0,0,1
2/12/20,wzp,43,0,0,0
2/13/20,wzp,44,0,0,0
2/14/20,wzp,45,0,1,0
2/15/20,wzp,46,0,0,0
2/16/20,wzp,47,0,0,0
2/17/20,wzp,48,0,0,0
2/18/20,wzp,49,0,0,1
2/19/20,wzp,50,0,0,0
2/20/20,wzp,51,0,0,1
2/21/20,wzp,52,0,0,0
2/22/20,wzp,53,0,0,1
2/23/20,wzp,54,0,0,0
2/24/20,wzp,55,0,0,1
2/25/20,wzp,56,0,0,0
2/26/20,wzp,57,0,1,0
2/27/20,wzp,58,0,1,0
2/28/20,wzp,59,0,1,1
2/29/20,wzp,60,0,1,0
3/1/20,wzp,61,0,0,0
3/2/20,wzp,62,1,1,0
3/3/20,wzp,63,0,0,0
3/4/20,wzp,64,1,1,0
3/5/20,wzp,65,1,0,0
3/6/20,wzp,66,0,0,0
3/7/20,wzp,67,0,0,0
3/8/20,wzp,68,0,0,0
3/9/20,wzp,69,0,0,0
3/10/20,wzp,70,0,0,0
3/11/20,wzp,71,0,0,1
3/12/20,wzp,72,0,1,0
3/13/20,wzp,73,0,0,1
3/14/20,wzp,74,0,1,1
3/15/20,wzp,75,0,1,1
3/16/20,wzp,76,0,0,0
3/17/20,wzp,77,0,0,1
3/18/20,wzp,78,1,0,1
3/19/20,wzp,79,0,0,0
3/20/20,wzp,80,0,0,1
3/21/20,wzp,81,0,0,1
3/22/20,wzp,82,0,1,0
3/23/20,wzp,83,0,0,0
3/24/20,wzp,84,1,0,0
3/25/20,wzp,85,0,0,0
3/26/20,wzp,86,0,0,0
3/27/20,wzp,87,0,0,0
3/28/20,wzp,88,0,0,0
3/29/20,wzp,89,0,0,1
3/30/20,wzp,90,1,1,0
3/31/20,wzp,91,0,1,0
4/1/20,wzp,92,0,0,0
4/2/20,wzp,93,1,0,0
4/3/20,wzp,94,1,0,0
4/4/20,wzp,95,0,0,1
4/5/20,wzp,96,0,0,0
4/6/20,wzp,97,0,1,0
4/7/20,wzp,98,0,0,0
4/8/20,wzp,99,0,1,1
4/9/20,wzp,100,0,0,1
4/10/20,wzp,101,0,0,0
4/11/20,wzp,102,0,0,0
4/12/20,wzp,103,0,0,0
4/13/20,wzp,104,0,0,0
4/14/20,wzp,105,1,0,1
4/15/20,wzp,106,0,1,0
4/16/20,wzp,107,0,0,0
4/17/20,wzp,108,0,0,1
1/1/20,jei,1,0,0,0
1/2/20,jei,2,0,0,0
1/3/20,jei,3,0,1,0
1/4/20,jei,4,0,1,0
1/5/20,jei,5,0,0,0
1/6/20,jei,6,0,0,1
1/7/20,jei,7,0,1,0
1/8/20,jei,8,0,1,0
1/9/20,jei,9,0,0,0
1/10/20,jei,10,0,0,0
1/11/20,jei,11,1,0,0
1/12/20,jei,12,0,1,0
1/13/20,jei,13,0,0,0
1/14/20,jei,14,0,0,0
1/15/20,jei,15,0,0,0
1/16/20,jei,16,1,0,0
1/17/20,jei,17,0,0,1
1/18/20,jei,18,0,0,0
1/19/20,jei,19,0,0,0
1/20/20,jei,20,0,1,0
1/21/20,jei,21,0,0,0
1/22/20,jei,22,0,1,0
1/23/20,jei,23,0,0,0
1/24/20,jei,24,0,1,0
1/25/20,jei,25,0,0,0
1/26/20,jei,26,0,1,1
1/27/20,jei,27,0,0,0
1/28/20,jei,28,0,0,0
1/29/20,jei,29,0,1,1
1/30/20,jei,30,1,0,0
1/31/20,jei,31,1,0,0
2/1/20,jei,32,1,0,1
2/2/20,jei,33,0,0,0
2/3/20,jei,34,0,0,0
2/4/20,jei,35,1,1,1
2/5/20,jei,36,0,1,0
2/6/20,jei,37,0,0,0
2/7/20,jei,38,0,1,0
2/8/20,jei,39,0,1,0
2/9/20,jei,40,0,0,0
2/10/20,jei,41,0,1,0
2/11/20,jei,42,1,0,0
2/12/20,jei,43,0,1,0
2/13/20,jei,44,0,0,0
2/14/20,jei,45,0,1,0
2/15/20,jei,46,0,0,0
2/16/20,jei,47,0,1,1
2/17/20,jei,48,1,0,0
2/18/20,jei,49,0,0,1
2/19/20,jei,50,0,0,0
2/20/20,jei,51,0,0,0
2/21/20,jei,52,0,1,0
2/22/20,jei,53,0,0,0
2/23/20,jei,54,0,1,0
2/24/20,jei,55,0,0,1
2/25/20,jei,56,0,0,0
2/26/20,jei,57,0,0,1
2/27/20,jei,58,0,0,1
2/28/20,jei,59,0,0,0
2/29/20,jei,60,1,0,0
3/1/20,jei,61,0,1,0
3/2/20,jei,62,0,0,0
3/3/20,jei,63,0,0,1
3/4/20,jei,64,0,0,0
3/5/20,jei,65,0,0,0
3/6/20,jei,66,0,0,1
3/7/20,jei,67,0,0,0
3/8/20,jei,68,0,0,0
3/9/20,jei,69,0,1,0
3/10/20,jei,70,0,0,1
3/11/20,jei,71,0,0,1
3/12/20,jei,72,0,0,0
3/13/20,jei,73,0,0,0
3/14/20,jei,74,0,0,1
3/15/20,jei,75,0,0,1
3/16/20,jei,76,0,0,0
3/17/20,jei,77,0,1,0
3/18/20,jei,78,0,0,0
3/19/20,jei,79,1,0,0
3/20/20,jei,80,0,1,0
3/21/20,jei,81,0,0,0
3/22/20,jei,82,0,0,0
3/23/20,jei,83,0,0,0
3/24/20,jei,84,0,1,0
3/25/20,jei,85,0,0,0
3/26/20,jei,86,0,0,0
3/27/20,jei,87,0,0,0
3/28/20,jei,88,0,0,1
3/29/20,jei,89,0,0,0
3/30/20,jei,90,0,0,0
3/31/20,jei,91,0,0,1
4/1/20,jei,92,0,1,1
4/2/20,jei,93,0,0,0
4/3/20,jei,94,0,0,0
4/4/20,jei,95,0,0,0
4/5/20,jei,96,0,1,0
4/6/20,jei,97,1,0,0
4/7/20,jei,98,1,1,0
4/8/20,jei,99,0,0,0
4/9/20,jei,100,1,0,0
4/10/20,jei,101,0,0,0
4/11/20,jei,102,1,0,0
4/12/20,jei,103,0,0,1
4/13/20,jei,104,0,0,1
4/14/20,jei,105,0,0,1
4/15/20,jei,106,1,1,0
4/16/20,jei,107,0,0,0
4/17/20,jei,108,0,0,0
4/18/20,jei,109,0,0,0
4/19/20,jei,110,0,0,0
4/20/20,jei,111,0,1,0
4/21/20,jei,112,0,1,0
4/22/20,jei,113,0,0,1
4/23/20,jei,114,0,0,0
4/24/20,jei,115,0,0,0
4/25/20,jei,116,0,0,0
4/26/20,jei,117,0,0,0
4/27/20,jei,118,0,0,1
4/28/20,jei,119,1,0,1
4/29/20,jei,120,0,1,1
1/1/20,gxo,1,0,0,0
1/2/20,gxo,2,0,0,1
1/3/20,gxo,3,0,0,0
1/4/20,gxo,4,1,0,0
1/5/20,gxo,5,0,1,0
1/6/20,gxo,6,1,0,0
1/7/20,gxo,7,0,0,0
1/8/20,gxo,8,0,0,0
1/9/20,gxo,9,0,1,1
1/10/20,gxo,10,1,0,0
1/11/20,gxo,11,0,1,0
1/12/20,gxo,12,0,0,0
1/13/20,gxo,13,0,0,0
1/14/20,gxo,14,0,0,1
1/15/20,gxo,15,0,1,1
1/16/20,gxo,16,0,0,0
1/17/20,gxo,17,0,0,0
1/18/20,gxo,18,0,0,0
1/19/20,gxo,19,0,0,0
1/20/20,gxo,20,0,0,0
1/21/20,gxo,21,0,0,0
1/22/20,gxo,22,0,0,0
1/23/20,gxo,23,0,0,0
1/24/20,gxo,24,0,0,0
1/25/20,gxo,25,0,0,0
1/26/20,gxo,26,0,0,0
1/27/20,gxo,27,1,1,0
1/28/20,gxo,28,1,0,0
1/29/20,gxo,29,0,0,0
1/30/20,gxo,30,0,0,1
1/31/20,gxo,31,0,0,0
2/1/20,gxo,32,0,0,0
2/2/20,gxo,33,0,1,0
2/3/20,gxo,34,0,1,0
2/4/20,gxo,35,0,0,0
2/5/20,gxo,36,0,0,0
2/6/20,gxo,37,0,0,0
2/7/20,gxo,38,0,0,0
2/8/20,gxo,39,1,0,0
2/9/20,gxo,40,0,0,0
2/10/20,gxo,41,0,0,0
2/11/20,gxo,42,0,0,0
2/12/20,gxo,43,0,1,0
2/13/20,gxo,44,1,0,0
2/14/20,gxo,45,0,0,0
2/15/20,gxo,46,1,0,0
2/16/20,gxo,47,0,1,0
2/17/20,gxo,48,0,0,0
2/18/20,gxo,49,0,0,1
2/19/20,gxo,50,0,0,0
2/20/20,gxo,51,0,1,0
2/21/20,gxo,52,0,0,1
2/22/20,gxo,53,1,0,0
2/23/20,gxo,54,0,0,0
2/24/20,gxo,55,0,0,1
2/25/20,gxo,56,0,1,1
2/26/20,gxo,57,1,0,0
2/27/20,gxo,58,0,0,1
2/28/20,gxo,59,0,0,1
2/29/20,gxo,60,0,0,0
3/1/20,gxo,61,0,0,0
3/2/20,gxo,62,1,0,0
3/3/20,gxo,63,0,0,0
3/4/20,gxo,64,0,0,0
3/5/20,gxo,65,1,0,0
3/6/20,gxo,66,0,0,0
3/7/20,gxo,67,0,0,0
3/8/20,gxo,68,0,0,0
3/9/20,gxo,69,0,1,0
3/10/20,gxo,70,0,0,0
3/11/20,gxo,71,0,0,0
3/12/20,gxo,72,0,1,0
3/13/20,gxo,73,0,0,0
3/14/20,gxo,74,0,0,1
3/15/20,gxo,75,0,0,0
3/16/20,gxo,76,0,0,0
3/17/20,gxo,77,0,0,0
3/18/20,gxo,78,0,1,0
3/19/20,gxo,79,1,0,0
3/20/20,gxo,80,1,0,0
3/21/20,gxo,81,0,0,1
3/22/20,gxo,82,0,0,0
3/23/20,gxo,83,1,0,1
3/24/20,gxo,84,0,0,0
3/25/20,gxo,85,0,0,0
3/26/20,gxo,86,0,0,0
3/27/20,gxo,87,0,0,0
3/28/20,gxo,88,1,1,1
3/29/20,gxo,89,1,0,1
3/30/20,gxo,90,0,0,1
3/31/20,gxo,91,0,0,1
4/1/20,gxo,92,0,0,0
4/2/20,gxo,93,1,0,0
4/3/20,gxo,94,1,0,0
4/4/20,gxo,95,0,0,0
4/5/20,gxo,96,0,1,0
4/6/20,gxo,97,0,0,1
4/7/20,gxo,98,1,1,0
4/8/20,gxo,99,0,0,0
4/9/20,gxo,100,1,0,1
4/10/20,gxo,101,1,0,0
4/11/20,gxo,102,0,0,1
4/12/20,gxo,103,0,0,0
4/13/20,gxo,104,0,0,0
4/14/20,gxo,105,0,0,0
4/15/20,gxo,106,0,0,0
4/16/20,gxo,107,0,0,0
4/17/20,gxo,108,1,0,1
4/18/20,gxo,109,0,0,1
4/19/20,gxo,110,0,0,0
4/20/20,gxo,111,1,0,1
4/21/20,gxo,112,0,0,1
4/22/20,gxo,113,1,0,0
4/23/20,gxo,114,0,0,0
4/24/20,gxo,115,0,1,0
4/25/20,gxo,116,0,0,0
4/26/20,gxo,117,1,0,0
4/27/20,gxo,118,1,0,0
4/28/20,gxo,119,0,0,0
4/29/20,gxo,120,0,0,0
4/30/20,gxo,121,0,0,0
5/1/20,gxo,122,0,0,1
5/2/20,gxo,123,1,0,0
5/3/20,gxo,124,1,0,0
1/1/20,iuo,1,0,0,0
1/2/20,iuo,2,0,0,0
1/3/20,iuo,3,0,0,0
1/4/20,iuo,4,0,0,0
1/5/20,iuo,5,0,0,1
1/6/20,iuo,6,0,0,0
1/7/20,iuo,7,0,1,1
1/8/20,iuo,8,1,0,0
1/9/20,iuo,9,0,1,1
1/10/20,iuo,10,0,0,0
1/11/20,iuo,11,0,0,0
1/1/20,dqh,1,0,0,0
1/2/20,dqh,2,0,0,0
1/3/20,dqh,3,0,0,0
1/4/20,dqh,4,1,0,0
1/5/20,dqh,5,1,0,0
1/6/20,dqh,6,0,0,0
1/7/20,dqh,7,0,0,0
1/8/20,dqh,8,0,0,0
1/9/20,dqh,9,0,0,0
1/10/20,dqh,10,0,0,1
1/11/20,dqh,11,0,0,1
1/12/20,dqh,12,0,0,0
1/13/20,dqh,13,0,0,0
1/14/20,dqh,14,0,0,1
1/15/20,dqh,15,0,0,0
1/16/20,dqh,16,0,0,0
1/17/20,dqh,17,0,0,0
1/18/20,dqh,18,0,1,0
1/19/20,dqh,19,0,1,0
1/20/20,dqh,20,0,0,0
1/21/20,dqh,21,0,0,0
1/22/20,dqh,22,0,1,0
1/23/20,dqh,23,0,0,0
1/24/20,dqh,24,0,0,0
1/25/20,dqh,25,0,0,0
1/26/20,dqh,26,1,0,0
1/27/20,dqh,27,0,1,0
1/28/20,dqh,28,0,0,0
1/29/20,dqh,29,1,0,0
1/30/20,dqh,30,0,0,1
1/31/20,dqh,31,0,0,0
2/1/20,dqh,32,0,0,0
2/2/20,dqh,33,0,0,0
2/3/20,dqh,34,0,0,0
2/4/20,dqh,35,0,0,1
2/5/20,dqh,36,0,1,0
2/6/20,dqh,37,0,0,1
2/7/20,dqh,38,0,0,0
2/8/20,dqh,39,0,0,0
2/9/20,dqh,40,0,0,0
2/10/20,dqh,41,0,0,1
2/11/20,dqh,42,1,1,0
2/12/20,dqh,43,1,1,0
2/13/20,dqh,44,0,1,0
2/14/20,dqh,45,0,1,1
2/15/20,dqh,46,1,0,0
2/16/20,dqh,47,0,0,1
2/17/20,dqh,48,0,0,0
2/18/20,dqh,49,1,0,0
2/19/20,dqh,50,0,0,0
2/20/20,dqh,51,0,0,1
2/21/20,dqh,52,0,0,0
2/22/20,dqh,53,0,0,0
2/23/20,dqh,54,0,0,0
2/24/20,dqh,55,0,1,0
2/25/20,dqh,56,0,1,0
2/26/20,dqh,57,0,0,0
2/27/20,dqh,58,0,0,0
2/28/20,dqh,59,1,0,0
2/29/20,dqh,60,0,0,0
3/1/20,dqh,61,0,0,0
3/2/20,dqh,62,0,1,1
3/3/20,dqh,63,1,0,1
3/4/20,dqh,64,0,1,1
3/5/20,dqh,65,0,1,0
3/6/20,dqh,66,0,0,0
3/7/20,dqh,67,0,1,0
3/8/20,dqh,68,1,0,0
